,Specialty,Specialty Code HBP 2.0,Package Code HBP 1.0,Package Code HBP 2.0,AB PM - JAY  Package Name,Procedure Code HBP 2.0,AB PM - JAY  Procedure Name,Procedure Price
975,"General Surgery, Pediatric  Surgery, Surgical Oncology",SG,S100236,SG081,Lobectomy,SG081A,Thoracoscopic,"27,500"
976,"General Surgery, Pediatric  Surgery, Surgical Oncology",SG,New Package,SG081,Lobectomy,SG081B,Open,"27,500"
977,"General Surgery, Pediatric  Surgery",SG,S100238,SG082,Thoracoscopic Segmental Resection,SG082A,Thoracoscopic Segmental Resection,"25,000"
978,"General Surgery, Pediatric  Surgery",SG,S100235,SG083,Lung Hydatid Cyst removal,SG083A,Lung Hydatid Cyst removal,"20,000"
979,"General Surgery, Pediatric  Surgery",SG,S100024,SG084,Incision & Drainage of Abscess,SG084A,Incision & Drainage of Abscess,"5,000"
980,General Surgery,SG,S100096,SG085,Lipoma / Cyst / other cutaneous swellings Excision,SG085A,Lipoma Excision,"5,000"
981,General Surgery,SG,New Package,SG085,Lipoma / Cyst / other cutaneous swellings Excision,SG085B,Cyst Excision,"5,000"
982,General Surgery,SG,New Package,SG085,Lipoma / Cyst / other cutaneous swellings Excision,SG085C,Other cutaneous swellings Excision,"5,000"
983,General Surgery,SG,S100244,SG086,Debridement of Ulcer,SG086A,Debridement of Ulcer,"5,000"
984,"General Surgery, Surgical  Oncology",SG,S100163,SG087,Flap Reconstructive Surgery,SG087A,Flap Reconstructive Surgery,"20,000"
985,"General Surgery, Plastic &  Reconstructive Surgery",SG,S100167,SG088,Free Grafts - Wolfe Grafts,SG088A,Free Grafts - Wolfe Grafts,"14,000"
986,General Surgery,SG,S100245,SG089,Tissue Reconstruction Flap,SG089A,Tissue Reconstruction Flap,"25,000"
987,"General Surgery, Plastic &  Reconstructive Surgery,  Pediatric Surgery",SG,S100164,SG090,Split thickness skin grafts,SG090A,Small (< 4% TBSA),"13,500"
988,"General Surgery, Plastic &  Reconstructive Surgery,  Pediatric Surgery",SG,S100165,SG090,Split thickness skin grafts,SG090B,Medium (4 - 8% TBSA),"13,500"
989,"General Surgery, Plastic &  Reconstructive Surgery,  Pediatric Surgery",SG,S100166,SG090,Split thickness skin grafts,SG090C,Large (> 8% TBSA),"13,500"
990,"General Surgery, Surgical  Oncology, Plastic &  Reconstructive Surgery",SG,S100225,SG091,Skin Flaps - Rotation Flaps,SG091A,Skin Flaps - Rotation Flaps,"11,400"
991,"General Surgery,  Orthopedics",SG,S100246,SG092,Tendon Transfer,SG092A,Tendon Transfer,"15,000"
992,General Surgery,SG,S100192,SG093,Lymphatics Excision of Subcutaneous Tissues In  Lymphoedema,SG093A,Lymphatics Excision of Subcutaneous Tissues In  Lymphoedema,"10,000"
993,General Surgery,SG,S100251,SG094,AV Fistula without prosthesis,SG094A,AV Fistula without prosthesis,"6,000"
994,General Surgery,SG,S100142,SG095,Management of Varicose Veins,SG095A,Management of Varicose Veins,"14,000"
995,"General Surgery, Pediatric  Surgery, Obstetrics &  Gynecology",SG,New Package,SG096,Biopsy,SG096A,Lymph Node,"5,000"
996,"General Surgery, Pediatric  Surgery, Obstetrics &  Gynecology",SG,New Package,SG096,Biopsy,SG096B,Endometrial Aspiration,"2,000"
997,"General Surgery, Pediatric  Surgery, Obstetrics &  Gynecology",SG,S400061,SG096,Biopsy,SG096C,Cervix Cancer screening (PAP + Colposcopy),"1,000"
998,"General Surgery, Pediatric  Surgery, Obstetrics &  Gynecology",SG,New Package,SG096,Biopsy,SG096D,Cervical (Neck),"1,500"
999,"General Surgery, Pediatric  Surgery, Obstetrics &  Gynecology",SG,New Package,SG096,Biopsy,SG096E,Vulval,"1,500"
1000,General Surgery,SG,New Package,SG097,Stoma Management,SG097A,Stoma Management follow up of Ileostomy,"4,500"
1001,General Surgery,SG,New Package,SG097,Stoma Management,SG097B,Stoma Management follow up of Colostomy,"4,500"
1002,"General Surgery, Pediatric  Surgery, ENT",SG,"S100058, S200026",SG098,Foreign Body Removal,SG098A,Foreign Body Removal,"5,000"
1003,"ENT, Surgical Oncology",SL,S200020,SL001,Pinna surgery for tumour / trauma,SL001A,Pinna surgery for tumour,"8,600"
1004,ENT,SL,S200020,SL001,Pinna surgery for tumour / trauma,SL001B,Pinna surgery for trauma,"8,600"
1005,ENT,SL,S200017,SL002,Tympanoplasty,SL002A,Tympanoplasty,"12,900"
1006,ENT,SL,S200016,SL003,Stapedectomy / tympanotomy,SL003A,Stapedectomy,"13,000"
1007,ENT,SL,S200025,SL003,Stapedectomy / tympanotomy,SL003B,Tympanotomy,"13,000"
1008,"ENT, Surgical Oncology",SL,S200003,SL004,Mastoidectomy,SL004A,Simple,"28,000"
1009,"ENT, Surgical Oncology",SL,S200004,SL004,Mastoidectomy,SL004B,Radical,"28,000"
1010,"ENT, Surgical Oncology",SL,"S200009, S200011",SL005,Myringotomy with or without Grommet,SL005A,Unilateral,"5,000"
1011,"ENT, Surgical Oncology",SL,"S200008, S200010",SL005,Myringotomy with or without Grommet,SL005B,Bilateral,"5,000"
1012,ENT,SL,S200051,SL006,Endoscopic DCR,SL006A,Endoscopic DCR,"19,300"
1013,ENT,SL,New Package,SL007,Epistaxis treatment - packing,SL007A,Epistaxis treatment - packing,"1,800"
1014,ENT,SL,S200055,SL008,Functional septo rhinoplasty,SL008A,Functional septo rhinoplasty,"21,800"
1015,ENT,SL,S200047,SL009,Septoplasty,SL009A,Septoplasty,"12,000"
1016,ENT,SL,S200037,SL010,Fracture - setting nasal bone,SL010A,Fracture - setting nasal bone,"8,000"
1017,ENT,SL,"S200043, S200044",SL011,Inferior turbinate reduction under GA,SL011A,Inferior turbinate reduction under GA,"5,700"
1018,ENT,SL,S200040,SL012,Open sinus surgery,SL012A,Open sinus surgery,"15,000"
1019,ENT,SL,S200038,SL013,Functional Endoscopic Sinus (FESS),SL013A,Functional Endoscopic Sinus (FESS),"11,000"
1020,ENT,SL,S200028,SL014,Ant. Ethmoidal / sphenopalatine artery ligation,SL014A,Ant. Ethmoidal artery ligation - Open,"15,000"
1021,ENT,SL,S200028,SL014,Ant. Ethmoidal / sphenopalatine artery ligation,SL014B,Ant. Ethmoidal artery ligation - Endoscopic,"15,000"
1022,ENT,SL,New Package,SL014,Ant. Ethmoidal / sphenopalatine artery ligation,SL014C,Sphenopalatine artery ligation - Open,"15,000"
1023,ENT,SL,New Package,SL014,Ant. Ethmoidal / sphenopalatine artery ligation,SL014D,Sphenopalatine artery ligation - Endoscopic,"15,000"
1024,ENT,SL,S200057,SL015,Adenoidectomy,SL015A,Adenoidectomy,"5,000"
1025,ENT,SL,S200074,SL016,Tonsillectomy,SL016A,Tonsillectomy - U/L,"7,500"
1026,ENT,SL,S200074,SL016,Tonsillectomy,SL016B,Tonsillectomy - B/L,"7,500"
1027,"ENT, Pediatric Surgery",SL,S200069,SL017,Peritonsillar abscess drainage / intraoral calculus  removal,SL017A,Peritonsillar abscess drainage,"5,800"
1028,"ENT, Pediatric Surgery",SL,New Package,SL017,Peritonsillar abscess drainage / intraoral calculus  removal,SL017B,Intraoral calculus removal,"5,800"
1029,ENT,SL,S200073,SL018,Thyroglossal / Branchial cyst / sinus / fistula  excision,SL018A,Thyroglossal cyst excision,"15,300"
1030,ENT,SL,New Package,SL018,Thyroglossal / Branchial cyst / sinus / fistula  excision,SL018B,Thyroglossal sinus excision,"15,300"
1031,ENT,SL,S200073,SL018,Thyroglossal / Branchial cyst / sinus / fistula  excision,SL018C,Thyroglossal fistula excision,"15,300"
1032,ENT,SL,S200079,SL018,Thyroglossal / Branchial cyst / sinus / fistula  excision,SL018D,Branchial sinus excision,"15,300"
1033,ENT,SL,S100011,SL018,Thyroglossal / Branchial cyst / sinus / fistula  excision,SL018E,Branchial fistula excision,"15,300"
1034,"ENT, Pediatric Surgery",SL,S200077,SL019,Uvulopalatopharyngoplasty (UPPP),SL019A,Uvulopalatopharyngoplasty (UPPP),"18,600"
1035,"ENT, Surgical Oncology",SL,New Package,SL020,Excision of tumour of oral cavity / paranasal sinus /  laryngopharynx with or without reconstruction,SL020A,Excision of tumour of oral cavity / paranasal sinus /  laryngopharynx without reconstruction,"10,000"
1036,"ENT, Surgical Oncology",SL,New Package,SL020,Excision of tumour of oral cavity / paranasal sinus /  laryngopharynx with or without reconstruction,SL020B,Excision of tumour of oral cavity / paranasal sinus /  laryngopharynx with pedicled flap reconstruction,"36,500"
1037,"ENT, Surgical Oncology",SL,New Package,SL020,Excision of tumour of oral cavity / paranasal sinus /  laryngopharynx with or without reconstruction,SL020C,Excision of tumour of oral cavity / paranasal sinus /  laryngopharynx with free flap reconstruction,"25,000"
1038,"ENT, Surgical Oncology,  General Surgery",SL,S200075,SL021,Parotidectomy,SL021A,Total Parotidectomy,"28,200"
1039,"ENT, Surgical Oncology,  General Surgery",SL,S200076,SL021,Parotidectomy,SL021B,Superficial Parotidectomy,"23,800"
1040,ENT,SL,"S200089, S100124",SL022,Removal of Submandibular Salivary gland,SL022A,Removal of Submandibular Salivary gland,"9,000"
1041,ENT,SL,S200088,SL022,Removal of Submandibular Salivary gland,SL022B,Removal of Ranula,"9,000"
1042,ENT,SL,S100133,SL022,Removal of Submandibular Salivary gland,SL022C,Removal of Submandibular Lymph node,"9,000"
1043,"ENT, Pediatric Surgery",SL,New Package,SL023,Rigid laryngoscopy / bronchoscopy /   oesophagoscopy - Diagnostic + / - biopsy,SL023A,Rigid laryngoscopy - Diagnostic + / - biopsy,"7,000"
1044,"ENT, Pediatric Surgery",SL,New Package,SL023,Rigid laryngoscopy / bronchoscopy /   oesophagoscopy - Diagnostic + / - biopsy,SL023B,Rigid bronchoscopy -  Diagnostic + / - biopsy,"7,000"
1045,"ENT, Pediatric Surgery",SL,New Package,SL023,Rigid laryngoscopy / bronchoscopy /   oesophagoscopy - Diagnostic + / - biopsy,SL023C,Rigid oesophagoscopy - Diagnostic + / - biopsy,"7,000"
1046,ENT,SL,S200058,SL024,Microlaryngeal surgery with or without laser,SL024A,Microlaryngeal surgery with or without laser,"17,000"
1047,"ENT, Surgical Oncology",SL,New Package,SL025,Open laryngeal framework surgery / Thyroplasty,SL025A,Open laryngeal framework surgery / Thyroplasty,"5,000"
1048,"ENT, All Specialties",SL,S1500021,SL026,Tracheostomy / Tracheotomy,SL026A,Tracheostomy,"6,000"
1049,"ENT, All Specialties",SL,New Package,SL026,Tracheostomy / Tracheotomy,SL026B,Tracheotomy,"6,000"
1050,"ENT, Surgical Oncology,  General Surgery",SL,New Package,SL027,Neck dissection,SL027A,Selective Benign neck tumour excision,"18,800"
1051,"ENT, Surgical Oncology,  General Surgery",SL,New Package,SL027,Neck dissection,SL027B,Comprehensive Benign neck tumour excision,"18,800"
1052,"ENT, Surgical Oncology,  General Surgery",SL,S200061,SL027,Neck dissection,SL027C,Selective Pharyngeal diverticulum excision,"18,800"
1053,"ENT, Surgical Oncology,  General Surgery",SL,S200061,SL027,Neck dissection,SL027D,Comprehensive Pharyngeal diverticulum excision,"18,800"
1054,"ENT, General Surgery,  Pediatric Surgery",SL,S200068,SL028,Deep neck abscess drainage/ Post trauma neck  exploration,SL028A,Deep neck abscess drainage,"16,800"
1055,"ENT, General Surgery,  Pediatric Surgery",SL,New Package,SL028,Deep neck abscess drainage/ Post trauma neck  exploration,SL028B,Post trauma neck exploration,"16,800"
1056,"ENT, Surgical Oncology,  Neurosurgery",SL,"S800073, S200032",SL029,Anterior skull base surgery,SL029A,Endoscopic CSF Rhinorrhea Repair,"26,000"
1057,"ENT, Surgical Oncology",SL,New Package,SL029,Anterior skull base surgery,SL029B,Optic nerve decompression,"25,500"
1058,"ENT, Surgical Oncology",SL,New Package,SL029,Anterior skull base surgery,SL029C,Orbital decompression,"25,500"
1059,"ENT, Surgical Oncology",SL,S200050,SL029,Anterior skull base surgery,SL029D,Craniofacial resection,"25,500"
1060,"ENT, Surgical Oncology",SL,New Package,SL029,Anterior skull base surgery,SL029E,Maxillary swing,"25,500"
1061,"ENT, Surgical Oncology",SL,S200052,SL030,Advanced anterior skull base surgery,SL030A,Endoscopic Hypophysectomy,"39,800"
1062,"ENT, Surgical Oncology",SL,New Package,SL030,Advanced anterior skull base surgery,SL030B,Clival tumour excision,"39,800"
1063,"ENT, Surgical Oncology",SL,New Package,SL031,Lateral skull base procedures,SL031A,Subtotal petrosectomy,"24,700"
1064,"ENT, Surgical Oncology",SL,New Package,SL031,Lateral skull base procedures,SL031B,Post-traumatic facial nerve decompression,"24,700"
1065,"ENT, Surgical Oncology",SL,New Package,SL031,Lateral skull base procedures,SL031C,CSF Otorrhoea repair,"24,700"
1066,"ENT, Surgical Oncology",SL,New Package,SL032,Advanced lateral skull base surgery,SL032A,Fisch approach,"39,900"
1067,"ENT, Surgical Oncology",SL,New Package,SL032,Advanced lateral skull base surgery,SL032B,Translabyrinthine approach,"39,900"
1068,"ENT, Surgical Oncology",SL,New Package,SL032,Advanced lateral skull base surgery,SL032C,Transcochlear approach,"39,900"
1069,"ENT, Surgical Oncology",SL,S100230,SL032,Advanced lateral skull base surgery,SL032D,Temporal Bone resection,"39,900"
1070,ENT,SL,S200036,SL033,Closed reduction / intermaxillary fixation for  fracture of maxilla / mandible / zygoma,SL033A,Closed reduction for fracture of maxilla,"9,200"
1071,ENT,SL,New Package,SL033,Closed reduction / intermaxillary fixation for  fracture of maxilla / mandible / zygoma,SL033B,Closed reduction for fracture of mandible,"9,200"
1072,ENT,SL,New Package,SL033,Closed reduction / intermaxillary fixation for  fracture of maxilla / mandible / zygoma,SL033C,Closed reduction for fracture of zygoma,"9,200"
1073,ENT,SL,New Package,SL033,Closed reduction / intermaxillary fixation for  fracture of maxilla / mandible / zygoma,SL033D,Closed reduction and Intermaxillary fixation for  fracture of mandible,"9,200"
1074,"ENT, Oral & Maxillofacial  Surgery, Plastic Surgery",SL,S200036,SL034,Open reduction and internal fixation of maxilla /  mandible / zygoma,SL034A,Open reduction and internal fixation of maxilla,"14,000"
1075,"ENT, Oral & Maxillofacial  Surgery, Plastic Surgery",SL,New Package,SL034,Open reduction and internal fixation of maxilla /  mandible / zygoma,SL034B,Open reduction and internal fixation of mandible,"14,000"
1076,"ENT, Oral & Maxillofacial  Surgery, Plastic Surgery",SL,New Package,SL034,Open reduction and internal fixation of maxilla /  mandible / zygoma,SL034C,Open reduction and internal fixation of zygoma,"14,000"
1077,ENT,SL,New Package,SL035,Clinic based therapeutic interventions of ENT,SL035A,Turbinate reduction,"1,200"
1078,ENT,SL,New Package,SL035,Clinic based therapeutic interventions of ENT,SL035B,Biopsy,"1,200"
1079,ENT,SL,New Package,SL035,Clinic based therapeutic interventions of ENT,SL035C,Intratympanic injections,"1,200"
1080,ENT,SL,New Package,SL035,Clinic based therapeutic interventions of ENT,SL035D,Wide bore aspiration,"1,200"
1081,Oral & Maxillofacial  Surgery,SM,S1600006,SM001,Extraction of impacted tooth under LA,SM001A,Extraction of impacted tooth under LA,500
1082,Oral & Maxillofacial  Surgery,SM,"S500076, S1600003",SM002,Sequestrectomy,SM002A,Sequestrectomy,"1,500"
1083,Oral & Maxillofacial  Surgery,SM,S1600004,SM003,TM joint ankylosis of both jaws - under GA,SM003A,TM joint ankylosis of both jaws - under GA,"15,000"
1084,Oral & Maxillofacial  Surgery,SM,S1600001,SM004,Fixation of fracture of jaw,SM004A,Closed reduction (1 jaw) using wires -  under LA,"5,000"
1085,Oral & Maxillofacial  Surgery,SM,S1600002,SM004,Fixation of fracture of jaw,SM004B,Open reduction (1 jaw) and fixing of plates / wire –  under GA,"12,000"
1086,Oral & Maxillofacial  Surgery,SM,S1600007,SM005,Surgery for Cyst & tumour of Maxilla / Mandible,SM005A,Enucleation / excision / marsupialization for cyst &  tumour of Maxilla under LA,"2,500"
1087,Oral & Maxillofacial  Surgery,SM,S1600007,SM005,Surgery for Cyst & tumour of Maxilla / Mandible,SM005B,Enucleation / excision / marsupialization for cyst &  tumour of Mandible under LA,"2,500"
1088,Oral & Maxillofacial  Surgery,SM,S1600008,SM006,Mandible Tumour Resection and reconstruction /  Cancer surgery,SM006A,Mandible Tumour Resection and reconstruction /  Cancer surgery,"6,000"
1089,Oral & Maxillofacial  Surgery,SM,S1600005,SM007,Release of fibrous bands & grafting - in (OSMF)  treatment under GA,SM007A,Release of fibrous bands & grafting - in (OSMF)  treatment under GA,"3,000"
1090,Neurosurgery,SN,S800047,SN001,Depressed Fracture,SN001A,Depressed Fracture,"40,000"
1091,Neurosurgery,SN,S800007,SN002,CranioPlasty,SN002A,CranioPlasty with Endogenous graft,"20,000"
1092,Neurosurgery,SN,S800008,SN002,CranioPlasty,SN002B,CranioPlasty with Exogenous graft,"20,000"
1093,Neurosurgery,SN,S800051,SN003,Twist Drill Craniostomy,SN003A,Twist Drill Craniostomy,"15,000"
1094,Neurosurgery,SN,S800009,SN004,Craniostenosis,SN004A,Craniostenosis,"28,000"
1095,Neurosurgery,SN,S800019,SN005,Meningocele,SN005A,Anterior,"36,000"
1096,Neurosurgery,SN,S800020,SN005,Meningocele,SN005B,Lumbar,"36,000"
1097,Neurosurgery,SN,S800021,SN005,Meningocele,SN005C,Occipital,"50,000"
1098,Neurosurgery,SN,S800042,SN006,Surgery for tumour meninges,SN006A,Gocussa,"50,000"
1099,Neurosurgery,SN,S800043,SN006,Surgery for tumour meninges,SN006B,Posterior,"50,000"
1100,Neurosurgery,SN,S800011,SN007,Duroplasty,SN007A,Duroplasty with Endogenous graft,"12,500"
1101,Neurosurgery,SN,S800011,SN007,Duroplasty,SN007B,Duroplasty with Exogenous graft,"12,500"
1102,Neurosurgery,SN,S800002,SN008,Burr hole surgery,SN008A,Burr hole,"7,000"
1103,Neurosurgery,SN,S800003,SN008,Burr hole surgery,SN008B,Burr hole surgery with chronic Sub Dural  Haematoma,"20,000"
1104,Neurosurgery,SN,S800012,SN009,Surgery for Haematoma - Intracranial,SN009A,Head injuries,"55,000"
1105,Neurosurgery,SN,S800013,SN009,Surgery for Haematoma - Intracranial,SN009B,Hypertensive,"50,000"
1106,Neurosurgery,SN,S800014,SN009,Surgery for Haematoma - Intracranial,SN009C,Child - subdural,"50,000"
1107,Neurosurgery,SN,S800059,SN010,Excision of Brain Abscess,SN010A,Excision of Brain Abscess,"36,000"
1108,Neurosurgery,SN,"S800057, S800058",SN011,Abscess Tapping,SN011A,Abscess Tapping,"20,000"
1109,Neurosurgery,SN,S800078,SN012,Epilepsy Surgery,SN012A,Epilepsy Surgery,"50,000"
1110,Neurosurgery,SN,S800045,SN013,Brain Biopsy,SN013A,Brain Biopsy,"15,000"
1111,Neurosurgery,SN,S800082,SN014,Excision of Orbital Tumour,SN014A,Excision of Orbital Tumour,"40,000"
1112,Neurosurgery,SN,S800052,SN015,Excision of Brain Tumor Supratentorial,SN015A,Parasagital,"50,000"
1113,Neurosurgery,SN,S800053,SN015,Excision of Brain Tumor Supratentorial,SN015B,Basal,"50,000"
1114,Neurosurgery,SN,S800054,SN015,Excision of Brain Tumor Supratentorial,SN015C,Brainstem,"50,000"
1115,Neurosurgery,SN,S800055,SN015,Excision of Brain Tumor Supratentorial,SN015D,C P Angle,"50,000"
1116,Neurosurgery,SN,S800056,SN015,Excision of Brain Tumor Supratentorial,SN015E,Supratentorial & others,"55,000"
1117,Neurosurgery,SN,S800065,SN016,Stereotactic Lesioning,SN016A,Stereotactic Lesioning,"60,000"
1118,Neurosurgery,SN,S800040,SN017,Trans Sphenoidal  Surgery,SN017A,Trans Sphenoidal  Surgery,"50,000"
1119,Neurosurgery,SN,S800071,SN018,Trans oral Surgery,SN018A,Trans oral Surgery,"40,000"
1120,Neurosurgery,SN,S800070,SN019,Transoral surgery (Anterior) and CV Junction  (Posterior Sterilisation),SN019A,Transoral surgery (Anterior) and CV Junction  (Posterior Sterilisation),"55,000"
1121,Neurosurgery,SN,S800062,SN020,External Ventricular Drainage (EVD)  including antibiotics,SN020A,External Ventricular Drainage (EVD)  including antibiotics,"30,000"
1122,Neurosurgery,SN,S800044,SN021,Ventricular Puncture,SN021A,Ventricular Puncture,"15,000"
1123,Neurosurgery,SN,S800025,SN022,Shunt Surgery,SN022A,Ventriculo - peritoneal,"30,000"
1124,Neurosurgery,SN,S800025,SN022,Shunt Surgery,SN022B,Ventriculo - pleural,"30,000"
1125,Neurosurgery,SN,S800025,SN022,Shunt Surgery,SN022C,Ventriculo - atrial,"30,000"
1126,Neurosurgery,SN,S800025,SN022,Shunt Surgery,SN022D,Theco - peritoneal,"30,000"
